accession	organism_name	strain	tax_id	assembly_level	assembly_status	release_date	submitter	refseq_category	sequencing_tech_raw	tech_category	biosample_accession	host	isolation_source	geo_loc_name	collection_date	total_sequence_length	total_ungapped_length	number_of_contigs	contig_n50	contig_l50	number_of_scaffolds	scaffold_n50	scaffold_l50	total_number_of_chromosomes	gc_percent	assembly_name	is_t2t_flagged	is_gapless_chromosome_level
GCA_000734315.1	Pyricularia oryzae	ZJ15	318829	Contig	current	2014-07-28	Seoul National University		Illumina GAIIx	short-read	SAMN02740637		rice	China: Zhejiang	1998	37493836	37493836	6575	14356	776	6575	14356	776		52	MoZJ15	False	False
GCA_000734075.1	Pyricularia oryzae	2303.1	318829	Contig	current	2014-07-28	Seoul National University		Illumina GAIIx	short-read	SAMN02739932		rice	Japan: Aichi	1976	38048501	38048501	6787	14246	779	6787	14246	779		51.5	Mo2303.1	False	False
GCA_905114705.1	Pyricularia oryzae		318829	Scaffold	current	2020-12-15	UNIVERSITY OF EXETER		Illumina HiSeq 2500	short-read	SAMEA4753521					38946046	38547110	9088	14210	781	4717	128841	79		52	Assembly of M.oryzae isolate NG0104 genome	False	False
GCA_000734245.1	Pyricularia oryzae	JS25	318829	Contig	current	2014-07-28	Seoul National University		Illumina GAIIx	short-read	SAMN02740633		rice	China: Jiangsu	1998	36863900	36863900	6159	14129	778	6159	14129	778		52	MoJS25	False	False
GCA_905114785.1	Pyricularia oryzae		318829	Scaffold	current	2020-12-15	UNIVERSITY OF EXETER		Illumina HiSeq 2500	short-read	SAMEA4751775					39866628	39342733	9570	14126	797	4509	126352	75		51.5	Assembly of M.oryzae isolate VO104 genome	False	False
GCA_057787155.1	Pyricularia oryzae	Pr88167	318829	Scaffold	current	2026-05-28	University of Kentucky		Illumina NovaSeq	short-read	SAMN46818070	Panicum repens		Philippines:Nueva Ecija	1988	41022052	40977584	7498	14007	836	5654	24119	485		50.5	UK_Pr88167	False	False
GCA_049190995.1	Pyricularia oryzae		318829	Scaffold	current	2025-03-31	University of Kentucky		Illumina NovaSeq	short-read	SAMN39733236	Lolium arundinaceum		Uruguay:Treinte y Tres	2018	44594106	44272180	11234	13939	909	6790	67678	187		50	ASM4919099v1	False	False
GCA_905105095.1	Pyricularia oryzae		318829	Scaffold	current	2020-11-22	UNIVERSITY OF EXETER		Illumina HiSeq 2500	short-read	SAMEA4753515					40015456	39526353	9653	13905	820	4592	144015	74		51.5	Assembly of M.oryzae isolate BF48 genome	False	False
GCA_033875295.1	Pyricularia oryzae	UFVPY174	318829	Scaffold	current	2023-11-20	University of Kentucky		IlluminaSeq	short-read	SAMN33020648	Urochloa brizantha		Brazil	2018	37458192	37155410	6006	13278	864	1835	57082	196		51.5	ASM3387529v1	False	False
GCA_001936075.1	Pyricularia oryzae	MG02	318829	Contig	current	2017-01-05	Centre for Cellular and Molecular Platforms		Illumina HiSeq	short-read	SAMN04216992	Oryza sativa	neck	India: Mandya	2011-10	39336497	39336497	8554	13179	872	8554	13179	872		51	ASM193607v1	False	False
GCA_031002315.1	Pyricularia oryzae	U276	318829	Scaffold	current	2023-08-30	University of Kentucky		Illumina NovaSeq	short-read	SAMN33024728	Leersia hexandra		Uruguay	2019	41348831	41258075	8972	13034	940	7411	18175	676		50.5	ASM3100231v1	False	False
GCA_003013125.1	Pyricularia oryzae	87-120	318829	Scaffold	current	2018-03-21	International Wheat Blast Consortium		Illumina HiSeq	short-read	SAMN08377452	Oryza sativa		missing	missing	39165496	38652562	7549	12970	891	1985	162206	63		51	ASM301312v1	False	False
GCA_047323615.1	Pyricularia oryzae		318829	Scaffold	current	2025-01-30	University of Kentucky		Illumina NovaSeq	short-read	SAMN39732774	Triticum aestivum		Brazil:Ibia	2019	43059422	42792745	10308	12095	1025	5671	34587	351		50.5	ASM4732361v1	False	False
GCA_031208665.1	Pyricularia oryzae	BP1	318829	Scaffold	current	2023-09-07	University of Kentucky		Illumina NovaSeq	short-read	SAMN33023215	Triticum aestivum		USA: Florida	2018	44054931	43809632	12454	12037	1026	8365	38724	327		50.5	T29_UKY_PO	False	False
GCA_905105105.1	Pyricularia oryzae		318829	Scaffold	current	2020-11-22	UNIVERSITY OF EXETER		Illumina HiSeq 2500	short-read	SAMEA4753513					39725824	39143857	10602	11978	926	4455	138447	74		51.5	Assembly of M.oryzae isolate BF17 genome	False	False
GCA_031466495.1	Pyricularia oryzae	UFVPY110	318829	Scaffold	current	2023-09-14	University of Kentucky		Illumina NovaSeq	short-read	SAMN33023234	Urochloa brizantha		Brazil	2018	40075611	39705218	8015	11899	991	3793	38125	296		51.5	ASM3146649v1	False	False
GCA_001675595.1	Pyricularia oryzae	BdJes16-1	318829	Scaffold	current	2016-06-23	International Wheat Blast Consortium		Illumina MiSeq	short-read	SAMN04942531	Triticum aestivum	wheat head	Bangladesh: Jessore district	2016-03	41344138	40636890	9202	11882	1011	7154	18877	633		51	ASM167559v1	False	False
GCA_905109865.1	Pyricularia oryzae		318829	Scaffold	current	2020-11-22	UNIVERSITY OF EXETER		Illumina HiSeq 2500	short-read	SAMEA4753517					40503273	39937477	10988	11762	969	4992	127476	87		51.5	Assembly of M.oryzae isolate JUM1 genome	False	False
GCA_012490805.1	Pyricularia oryzae	PR01-37.V.3.07	318829	Contig	current	2020-04-17	CAAS,Chinese Academy of Agricultural Sciences		Illumina Solexa	short-read	SAMN14557268	wheat		Brazil	2018-11	40186092	40186092	4727	11731	1056	4727	11731	1056		50.5	ASM1249080v1	False	False
GCA_000734345.1	Pyricularia oryzae	GD22	318829	Contig	current	2014-07-28	Seoul National University		Illumina GAIIx	short-read	SAMN02740627		rice	China: Guangdong	2001	36982960	36982960	7027	11665	909	7027	11665	909		51.5	MoGD22	False	False
GCA_905114715.1	Pyricularia oryzae		318829	Scaffold	current	2020-12-15	UNIVERSITY OF EXETER		Illumina HiSeq 2500	short-read	SAMEA4753522					39600383	39058209	10939	11401	971	5080	115527	90		51.5	Assembly of M.oryzae isolate NG0110 genome	False	False
GCA_905114735.1	Pyricularia oryzae		318829	Scaffold	current	2020-11-22	UNIVERSITY OF EXETER		Illumina HiSeq 2500	short-read	SAMEA4753524					39800748	39215724	11216	11137	1001	5339	130820	76		51.5	Assembly of M.oryzae isolate NG0153 genome	False	False
GCA_905104965.1	Pyricularia oryzae		318829	Scaffold	current	2020-11-22	UNIVERSITY OF EXETER		Illumina HiSeq 2500	short-read	SAMEA4753516					40010648	39414379	12548	11063	1051	6335	124287	79		51.5	Assembly of M.oryzae isolate BN0293 genome	False	False
GCA_012490815.1	Pyricularia oryzae	PR01-37.V.1.05	318829	Contig	current	2020-04-17	CAAS,Chinese Academy of Agricultural Sciences		Illumina Solexa	short-read	SAMN14329444	wheat		Brazil	2018-11	38497009	38497009	4774	10922	1075	4774	10922	1075		51	ASM1249081v1	False	False
GCA_000734235.1	Pyricularia oryzae	HB12	318829	Contig	current	2014-07-28	Seoul National University		Illumina GAIIx	short-read	SAMN02740630		rice	China: Hubei	2002	36716275	36716275	7622	10757	975	7622	10757	975		51.5	MoHB12	False	False
GCA_000734515.1	Pyricularia oryzae	K91-13	318829	Contig	current	2014-07-28	Seoul National University		Illumina GAIIx	short-read	SAMN02742167		rice	South Korea: Kyongnam	1991	36446887	36446887	7603	10608	988	7603	10608	988		51.5	ASM73451v1	False	False
GCA_000734495.1	Pyricularia oryzae	K88-24	318829	Contig	current	2014-07-28	Seoul National University		Illumina GAIIx	short-read	SAMN02742165		rice	South Korea: Kangwon	1988	36288354	36288354	7725	10514	1001	7725	10514	1001		51.5	ASM73449v1	False	False
GCA_031001895.1	Pyricularia oryzae	UFVPY118	318829	Scaffold	current	2023-08-30	University of Kentucky		Illumina NovaSeq	short-read	SAMN33023181	Urochla brizantha		Brazil	2018	39978738	39599089	8950	10459	1122	4774	25643	462		51.5	ASM3100189v1	False	False
GCA_031211395.1	Pyricularia oryzae	RN1	318829	Scaffold	current	2023-09-07	University of Kentucky		Illumina NovaSeq	short-read	SAMN33023130	Zingiber officinale		Brazil	1986	37840603	37533387	10340	10099	1101	6023	24999	460		50	ASM3121139v1	False	False
GCA_000734595.1	Pyricularia oryzae	K91-10	318829	Contig	current	2014-07-28	Seoul National University		Illumina GAIIx	short-read	SAMN02742166		rice	South Korea	1991	36384190	36384190	7786	10077	1040	7786	10077	1040		51.5	ASM73459v1	False	False
GCA_052858105.1	Pyricularia oryzae	YN040	318829	Scaffold	current	2025-09-26	Yunnan Agricultural University		Illumina HiSeq 2000	short-read	SAMN26000492	Oryza sativa		China: Yunnan	2011-08-12	35550273	34408198	9296	10037	1003	883	134970	79		52	ASM5285810v1	False	False
GCA_000734655.1	Pyricularia oryzae	K98-10	318829	Contig	current	2014-07-28	Seoul National University		Illumina GAIIx	short-read	SAMN02742173		rice	South Korea: Chungnam	1998	37097895	37097895	8594	10036	1061	8594	10036	1061		51	ASM73465v1	False	False
GCA_000734405.1	Pyricularia oryzae	HN06	318829	Contig	current	2014-07-28	Seoul National University		Illumina GAIIx	short-read	SAMN02740631		rice	China: Hunan	2002	36113398	36113398	7798	9967	1064	7798	9967	1064		51.5	MoHN06	False	False
GCA_031208675.1	Pyricularia oryzae	UFVPY121	318829	Scaffold	current	2023-09-07	University of Kentucky		Illumina NovaSeq	short-read	SAMN32979421	Urochloa brizantha		Brazil	2018	40493166	40027141	9286	9967	1181	3894	38129	284		51.5	ASM3120867v1	False	False
GCA_000734395.1	Pyricularia oryzae	GX01	318829	Contig	current	2014-07-28	Seoul National University		Illumina GAIIx	short-read	SAMN02740629		rice	China: Guangxi	2001	36788781	36788781	8371	9897	1078	8371	9897	1078		51.5	MoGX01	False	False
GCA_000734575.1	Pyricularia oryzae	K88-07	318829	Contig	current	2014-07-28	Seoul National University		Illumina GAIIx	short-read	SAMN02742164		rice	South Korea: Chonbuk	1988	35571426	35571426	7624	9888	1051	7624	9888	1051		51.5	ASM73457v1	False	False
GCA_000734275.1	Pyricularia oryzae	SC05	318829	Contig	current	2014-07-28	Seoul National University		Illumina GAIIx	short-read	SAMN02740636		rice	China: Sichuan	2001	36679878	36679878	8190	9793	1092	8190	9793	1092		51.5	MoSC05	False	False
GCA_031306055.1	Pyricularia oryzae	U270	318829	Scaffold	current	2023-09-08	University of Kentucky		Illumina NovaSeq	short-read	SAMN32979412	Eleusine indica		Uruguay	2019	43845043	43723824	9384	9752	1359	7073	13678	944		50	ASM3130605v1	False	False
GCA_002924665.1	Pyricularia oryzae	WHTQ	318829	Scaffold	current	2018-02-08	International Wheat Blast Consortium		Illumina HiSeq	short-read	SAMN08009580	Triticum aestivum		Brazil	missing	42478152	41044336	11752	9731	1204	3811	37322	309		50.5	ASM292466v1	False	False
GCA_001675615.1	Pyricularia oryzae	BdBar16-1	318829	Scaffold	current	2016-06-23	International Wheat Blast Consortium		Illumina MiSeq	short-read	SAMN04940126	Triticum aestivum	wheat head	Bangladesh: Barisal	2016-03	42084471	41523175	11699	9547	1285	10105	12951	959		50.5	ASM167561v1	False	False
GCA_000734455.1	Pyricularia oryzae	K84-01	318829	Contig	current	2014-07-28	Seoul National University		Illumina GAIIx	short-read	SAMN02742163		rice	South Korea: Chonbuk	1984	36391227	36391227	8119	9390	1118	8119	9390	1118		51.5	MoK84-01	False	False
GCA_000734105.1	Pyricularia oryzae	1836.3	318829	Contig	current	2014-07-28	Seoul National University		Illumina GAIIx	short-read	SAMN02739929		rice	Japan: Niigata	1976	35818083	35818083	7899	9241	1127	7899	9241	1127		51.5	Mo1836.3	False	False
GCA_000734185.1	Pyricularia oryzae	903.4	318829	Contig	current	2014-07-28	Seoul National University		Illumina GAIIx	short-read	SAMN02739936		rice	Japan: Tochigi	1976	36211322	36211322	8248	9108	1144	8248	9108	1144		51.5	Mo903.4	False	False
GCA_000734155.1	Pyricularia oryzae	4403.2	318829	Contig	current	2014-07-28	Seoul National University		Illumina GAIIx	short-read	SAMN02739933		rice	Japan	1976	36260258	36260258	8416	9076	1150	8416	9076	1150		51.5	Mo4403.2	False	False
GCA_000734425.1	Pyricularia oryzae	JL10	318829	Contig	current	2014-07-28	Seoul National University		Illumina GAIIx	short-read	SAMN02740632		rice	China: Jilin	2002	36315912	36315912	8649	8923	1170	8649	8923	1170		51.5	MoJL10	False	False
GCA_000734165.1	Pyricularia oryzae	401.4	318829	Contig	current	2014-07-28	Seoul National University		Illumina GAIIx	short-read	SAMN02739935		rice	Japan: Miyagi	1976	36036965	36036965	8275	8875	1162	8275	8875	1162		51.5	Mo401.4	False	False
GCA_000734325.1	Pyricularia oryzae	CQ11	318829	Contig	current	2014-07-28	Seoul National University		Illumina GAIIx	short-read	SAMN02740626		rice	China: Chongqing	2000	36263528	36263528	8541	8761	1177	8541	8761	1177		51.5	MoCQ11	False	False
GCA_000734265.1	Pyricularia oryzae	NX37	318829	Contig	current	2014-07-28	Seoul National University		Illumina GAIIx	short-read	SAMN02740634		rice	China: Ningxia	2001	35871377	35871377	8518	8745	1161	8518	8745	1161		51.5	MoNX37	False	False
GCA_000734085.1	Pyricularia oryzae	1801.4	318829	Contig	current	2014-07-28	Seoul National University		Illumina GAIIx	short-read	SAMN02739928		rice	Japan: Niigata	1976	35759866	35759866	8396	8645	1188	8396	8645	1188		51.5	Mo1801.4	False	False
GCA_000734675.1	Pyricularia oryzae	GOV41	318829	Contig	current	2014-07-28	Seoul National University		Illumina GAIIx	short-read	SAMN02742174		rice	South Korea	2002	35946122	35946122	8535	8645	1185	8535	8645	1185		51.5	ASM73467v1	False	False
GCA_000734785.1	Pyricularia oryzae	PR72	318829	Contig	current	2014-07-28	Seoul National University		Illumina GAIIx	short-read	SAMN02742176		rice	Portugal	1992	35801870	35801870	8427	8633	1208	8427	8633	1208		51.5	ASM73478v1	False	False
GCA_000734685.1	Pyricularia oryzae	IT10	318829	Contig	current	2014-07-28	Seoul National University		Illumina GAIIx	short-read	SAMN02742175		rice	Italy	1989	36255505	36255505	8855	8613	1211	8855	8613	1211		51.5	ASM73468v1	False	False
GCA_905114725.1	Pyricularia oryzae		318829	Scaffold	current	2020-12-15	UNIVERSITY OF EXETER		Illumina HiSeq 2500	short-read	SAMEA4753523					39852204	39250902	12923	8558	1338	5338	109842	90		51.5	Assembly of M.oryzae isolate NG0135 genome	False	False
GCA_000734605.1	Pyricularia oryzae	K93-16	318829	Contig	current	2014-07-28	Seoul National University		Illumina GAIIx	short-read	SAMN02742169		rice	South Korea: Kyonggi	1993	35967056	35967056	8881	8241	1260	8881	8241	1260		51	ASM73460v1	False	False
GCA_000734705.1	Pyricularia oryzae	BM1-24	318829	Contig	current	2014-07-28	Seoul National University		Illumina GAIIx	short-read	SAMN02742257		rice	USA	1991	36235577	36235577	9429	8132	1289	9429	8132	1289		51	ASM73470v1	False	False
GCA_000734755.1	Pyricularia oryzae	K98-02	318829	Contig	current	2014-07-28	Seoul National University		Illumina GAIIx	short-read	SAMN02742172		rice	South Korea: Chungbuk	1998	36003397	36003397	9277	7993	1279	9277	7993	1279		51	ASM73475v1	False	False
GCA_000734525.1	Pyricularia oryzae	K91-30	318829	Contig	current	2014-07-28	Seoul National University		Illumina GAIIx	short-read	SAMN02742168		rice	South Korea: Kangwon	1991	35669262	35669262	9213	7980	1297	9213	7980	1297		51	ASM73452v1	False	False
GCA_000734735.1	Pyricularia oryzae	CA205	318829	Contig	current	2014-07-28	Seoul National University		Illumina GAIIx	short-read	SAMN02742258		rice	USA	1997	36003007	36003007	9152	7951	1307	9152	7951	1307		51	ASM73473v1	False	False
GCA_000734635.1	Pyricularia oryzae	K96-11	318829	Contig	current	2014-07-28	Seoul National University		Illumina GAIIx	short-read	SAMN02742171		rice	South Korea: Kyonggi	1996	35774258	35774258	9202	7918	1310	9202	7918	1310		51	ASM73463v1	False	False
GCA_000734555.1	Pyricularia oryzae	K96-07	318829	Contig	current	2014-07-28	Seoul National University		Illumina GAIIx	short-read	SAMN02742170		rice	South Korea: Kyonggi	1996	35613849	35613849	9452	7567	1352	9452	7567	1352		51	ASM73455v1	False	False
GCA_002925325.1	Pyricularia oryzae	Br130	318829	Scaffold	current	2018-02-08	International Wheat Blast Consortium		Illumina HiSeq	short-read	SAMN08009547	Triticum aestivum		Brazil: Mato Grosso do Sul	1990	40219488	38300467	15297	6345	1822	3120	46950	268		51.5	ASM292532v1	False	False
GCA_905114755.1	Pyricularia oryzae		318829	Scaffold	current	2020-12-15	UNIVERSITY OF EXETER		Illumina HiSeq 2500	short-read	SAMEA4753525					39965636	39183188	16173	6146	1812	5349	125683	80		51	Assembly of M.oryzae isolate TG004 genome	False	False
GCA_905114645.1	Pyricularia oryzae		318829	Scaffold	current	2020-12-15	UNIVERSITY OF EXETER		Illumina HiSeq 2500	short-read	SAMEA4753520					39832145	38998128	16341	6043	1813	5886	119152	85		51.5	Assembly of M.oryzae isolate KE255 genome	False	False
GCA_052856475.1	Pyricularia oryzae	YN561	318829	Scaffold	current	2025-09-26	Yunnan Agricultural University		Illumina HiSeq 2000	short-read	SAMN26000560	Oryza sativa		China: Yunnan	1995-09-16	35494232	33446384	9787	6037	1715	1043	105224	96		52.5	ASM5285647v1	False	False
GCA_905114745.1	Pyricularia oryzae		318829	Scaffold	current	2020-12-15	UNIVERSITY OF EXETER		Illumina HiSeq 2500	short-read	SAMEA4751774					37299722	36626294	30734	4935	2160	11989	22628	447		51	Assembly of M.oryzae isolate TH3 genome	False	False
GCA_012978465.1	Pyricularia oryzae	Lc8401	318829	Scaffold	current	2020-05-06	International Wheat Blast Consortium		Illumina MiniSeq	short-read	SAMN14144146			not applicable	not applicable	40283419	39572915	15979	4254	2772	13686	5516	2220		50.5	ASM1297846v1	False	False
GCA_013423145.1	Pyricularia oryzae	Lc8401	318829	Scaffold	current	2020-07-17	International Wheat Blast Consortium		Illumina MiSeq	short-read	SAMN14603773			not applicable	not applicable	40283415	39572911	15979	4254	2772	13686	5516	2220		50.5	ASM1342314v1	False	False
GCA_002924695.1	Pyricularia oryzae	WBSS	318829	Scaffold	current	2018-02-08	International Wheat Blast Consortium		Illumina GAII	short-read	SAMN08009579	Triticum aestivum		Brazil	missing	39236975	39235175	22928	2964	3998	22748	2965	3997		51	ASM292469v1	False	False
GCA_001936935.1	Pyricularia oryzae	MG04	318829	Contig	current	2017-01-05	Centre for Cellular and Molecular Platforms		Illumina HiSeq	short-read	SAMN04216996	Eleusine coracana (finger millet)	neck	India: Bangalore	2012-09	39881187	39881187	41689	1430	8348	41689	1430	8348		50.5	ASM193693v1	False	False
GCA_031306085.1	Pyricularia oryzae	UFVPY158	318829	Scaffold	current	2023-09-08	University of Kentucky		Illumina NovaSeq	short-read	SAMN33023180	Urochloe brizantha		Brazil	2018	35951648	34836608	36416	1297	8409	11271	5661	1948		52	ASM3130608v1	False	False
GCA_905114105.1	Pyricularia oryzae		318829	Scaffold	current	2020-12-15	UNIVERSITY OF EXETER		Illumina HiSeq 2500	short-read	SAMEA4753519					38854174	35889696	57392	921	11700	9941	15865	664		51	Assembly of M.oryzae isolate KE210 genome	False	False
GCA_977071195.1	Pyricularia oryzae 70-15		242507	Contig	current	2025-11-29	The John Innes Centre		ILLUMINA	short-read	SAMEA120103420			United Kingdom	2024-11-22	40611171	40611171	5584	176621	59	5584	176621	59		51	TN0096_assembly	False	False
GCA_977071165.1	Pyricularia oryzae 70-15		242507	Contig	current	2025-11-29	The John Innes Centre		ILLUMINA	short-read	SAMEA120103414			United Kingdom	2024-11-22	40572079	40572079	5405	176617	60	5405	176617	60		51	TG0016_assembly	False	False
GCA_977071235.1	Pyricularia oryzae 70-15		242507	Contig	current	2025-11-29	The John Innes Centre		ILLUMINA	short-read	SAMEA120103424			United Kingdom	2024-11-22	40511566	40511566	5823	174103	56	5823	174103	56		51	BN0040_assembly	False	False
GCA_977071185.1	Pyricularia oryzae 70-15		242507	Contig	current	2025-11-29	The John Innes Centre		ILLUMINA	short-read	SAMEA120103413			United Kingdom	2024-11-22	40576945	40576945	5803	167662	59	5803	167662	59		51	TN0019_assembly	False	False
GCA_977071215.1	Pyricularia oryzae 70-15		242507	Contig	current	2025-11-29	The John Innes Centre		ILLUMINA	short-read	SAMEA120103416			United Kingdom	2024-11-22	40585601	40585601	5708	167657	63	5708	167657	63		51	TN0068_assembly	False	False
GCA_977071145.1	Pyricularia oryzae 70-15		242507	Contig	current	2025-11-29	The John Innes Centre		ILLUMINA	short-read	SAMEA120103423			United Kingdom	2024-11-22	40496828	40496828	5506	167649	61	5506	167649	61		51	KE493_assembly	False	False
GCA_977071285.1	Pyricularia oryzae 70-15		242507	Contig	current	2025-11-29	The John Innes Centre		ILLUMINA	short-read	SAMEA120103418			United Kingdom	2024-11-22	40699416	40699416	5688	164199	59	5688	164199	59		51	TN0073_assembly	False	False
GCA_977071305.1	Pyricularia oryzae 70-15		242507	Contig	current	2025-11-29	The John Innes Centre		ILLUMINA	short-read	SAMEA120103422			United Kingdom	2024-11-22	40343318	40343318	5284	164125	61	5284	164125	61		51	KE489_assembly	False	False
GCA_977071225.1	Pyricularia oryzae 70-15		242507	Contig	current	2025-11-29	The John Innes Centre		ILLUMINA	short-read	SAMEA120103419			United Kingdom	2024-11-22	40010630	40010630	5385	160468	63	5385	160468	63		51	TN0078_assembly	False	False
GCA_977071265.1	Pyricularia oryzae 70-15		242507	Contig	current	2025-11-29	The John Innes Centre		ILLUMINA	short-read	SAMEA120103417			United Kingdom	2024-11-22	40026905	40026905	5456	159271	63	5456	159271	63		51	TN0070_assembly	False	False
GCA_977071255.1	Pyricularia oryzae 70-15		242507	Contig	current	2025-11-29	The John Innes Centre		ILLUMINA	short-read	SAMEA120103427			United Kingdom	2024-11-22	40862423	40862423	7207	158515	65	7207	158515	65		51	ML0066_assembly	False	False
GCA_977071205.1	Pyricularia oryzae 70-15		242507	Contig	current	2025-11-29	The John Innes Centre		ILLUMINA	short-read	SAMEA120103421			United Kingdom	2024-11-22	40432347	40432347	5998	157875	60	5998	157875	60		51	NG0191_assembly	False	False
GCA_977071155.1	Pyricularia oryzae 70-15		242507	Contig	current	2025-11-29	The John Innes Centre		ILLUMINA	short-read	SAMEA120103415			United Kingdom	2024-11-22	39988342	39988342	5235	155803	68	5235	155803	68		51	TN0050_assembly	False	False
GCA_977071275.1	Pyricularia oryzae 70-15		242507	Contig	current	2025-11-29	The John Innes Centre		ILLUMINA	short-read	SAMEA120103425			United Kingdom	2024-11-22	41716912	41716912	6928	153494	64	6928	153494	64		51	BN0192_assembly	False	False
GCA_977071295.1	Pyricularia oryzae 70-15		242507	Contig	current	2025-11-29	The John Innes Centre		ILLUMINA	short-read	SAMEA120103426			United Kingdom	2024-11-22	40946671	40946671	7345	152144	68	7345	152144	68		51	ML0063_assembly	False	False
GCA_000376685.2	Pyricularia oryzae KJ201	KJ201	1271791	Scaffold	current	2014-04-21	Seoul National University		Illumina	short-read	SAMN02730190	rice		South Korea		45096509	41716782	3188	25520	471	123	2318557	7		51	MoKJ201_3	False	False
GCA_000475075.1	Pyricularia oryzae HN19311	HN19311	1405377	Scaffold	current	2013-10-21	The Ohio State University, Department of Plant Pathology		Illumina GAII	short-read	SAMN02216973	Rice		China: Hunan Province	2004	36657487	36656524	3014	147471	67	2998	147471	67		52	HN19311_genome_assembly	False	False
GCA_000498135.1	Pyricularia oryzae FJ81278	FJ81278	1405378	Scaffold	current	2013-10-21	The Ohio State University, Department of Plant Pathology		Illumina GAII	short-read	SAMN02215332	Rice		China: Fujian Province	1981-01-01	37873929	37863858	3783	115753	93	3518	151964	69		51.5	FJ81278_genome_assembly	False	False
GCA_000292585.1	Pyricularia oryzae Y34	Y34	1143189	Scaffold	current	2013-01-04	China Agricultural University		Sanger; 454 GS FLX Titanium	hybrid (short-read+sanger)	SAMN02981398	Oryza sativa L. ssp. indica	infected leaf	China: Yunnan		38872417	38379988	2114	52974	209	1198	106863	92		51.5	MoY34_2.0	False	False
GCA_003990535.1	Pyricularia oryzae Mo-nwi-31	Mo-nwi-31	1440152	Contig	current	2019-01-02	National Research Centre on Plant Biotechnology		Illumina HiSeq	short-read	SAMN07817530					37300819	37300819	3416	39892	271	3416	39892	271		51.5	Moryzae-RP-2421.1.0	False	False
GCA_000832285.1	Pyricularia oryzae B157	B157	1348879	Contig	current	2015-02-04	Centre for Cellular and Molecular Plateforms		Illumina HiSeq	short-read	SAMN03329169	rice plants		India: Andhra Pradesh	1989-08	37757427	37757427	5735	15455	726	5735	15455	726		51.5	M_oryzae_b157_v1	False	False
GCA_000969745.1	Pyricularia oryzae MG01	MG01	1419113	Contig	current	2015-04-06	Centre for Cellular and Molecular Plateforms		Illumina	short-read	SAMN02397294	Oryza sativa	leaf	India: Mandya	2011-10	38999079	38999079	7722	13722	823	7722	13722	823		51	M_ oryzae_MG01_v1	False	False
GCA_002021675.1	Pyricularia oryzae Mo-nwi-55	Mo-nwi-55	1440153	Contig	current	2017-03-06	National Research Centre on Plant Biotechnology		454	short-read	SAMN02688647	Oryza sativa	Rice leaves	India: North-Western Himalyan region	2010-09-15	37764501	37764501	7002	10409	1061	7002	10409	1061		51.5	Moryzae-RML-29.1.0	False	False
GCA_000376765.1	Pyricularia oryzae 4091-5-8	4091-5-8	1274781	Contig	current	2013-04-22	Seoul National University		Illumina GAIIx	short-read	SAMN02981493	weeping lovegrass				37519115	37519115	8886	8761	1253	8886	8761	1253		50.5	Mo4091-5-8_1.0	False	False
GCA_055472535.1	Pyricularia oryzae	Su-1	318829	Scaffold	current	2026-02-24	Yunnan Agricultural University		Illumina HiSeq 2000	short-read	SAMN26000602	not collected		not collected	not collected	35092245	34974257	1178	98207	112	405	421020	22		52	ASM5547253v1	False	False
GCA_055472275.1	Pyricularia oryzae	YN540	318829	Scaffold	current	2026-02-24	Yunnan Agricultural University		Illumina HiSeq 2000	short-read	SAMN26000556	Oryza sativa		China: Yunnan	1996-10-12	35931754	35794996	1412	72013	136	510	421122	28		52	ASM5547227v1	False	False
GCA_055472615.1	Pyricularia oryzae	H-1	318829	Scaffold	current	2026-02-24	Yunnan Agricultural University		Illumina HiSeq 2000	short-read	SAMN26000590	Oryza sativa		China: Henan	2013-08-22	35409798	35284186	1159	71620	138	580	168961	57		52	ASM5547261v1	False	False
GCA_055472555.1	Pyricularia oryzae	S-1	318829	Scaffold	current	2026-02-24	Yunnan Agricultural University		Illumina HiSeq 2000	short-read	SAMN26000601	Oryza sativa		China: Sichuan	2015-07-15	36003714	35788988	1637	68626	153	639	242699	37		52	ASM5547255v1	False	False
GCA_055472455.1	Pyricularia oryzae	YN033	318829	Scaffold	current	2026-02-24	Yunnan Agricultural University		Illumina HiSeq 2000	short-read	SAMN26000491	Oryza sativa		China: Yunnan	2011-08-12	35374064	35222868	1290	62128	163	594	188410	53		52	ASM5547245v1	False	False
GCA_055472435.1	Pyricularia oryzae	YN099	318829	Scaffold	current	2026-02-24	Yunnan Agricultural University		Illumina HiSeq 2000	short-read	SAMN26000499	Oryza sativa		China: Yunnan	2007-10-08	35385786	35219124	1330	61403	167	618	188292	53		52	ASM5547243v1	False	False
GCA_055472395.1	Pyricularia oryzae	YN123	318829	Scaffold	current	2026-02-24	Yunnan Agricultural University		Illumina HiSeq 2000	short-read	SAMN26000501	Oryza sativa		China: Yunnan	1997-09-20	35392767	35232982	1304	61092	164	611	178827	57		52	ASM5547239v1	False	False
GCA_055472415.1	Pyricularia oryzae	YN100	318829	Scaffold	current	2026-02-24	Yunnan Agricultural University		Illumina HiSeq 2000	short-read	SAMN26000500	Oryza sativa		China: Yunnan	1997-09-20	35444847	35283221	1289	58671	173	601	155692	61		52	ASM5547241v1	False	False
